,Unnamed: 0,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
6080,6081,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,420000,0
6120,6121,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,670000,10000,0,60000
6123,6124,Fatal Fury,SNES,1992,Fighting,Takara,0,0,390000,0
6133,6134,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,30000,30000,0,10000
6140,6141,One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,0,0,320000,0
6146,6147,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,300000,480000,120000,150000
6162,6163,Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,290000,0,0,30000
6206,6207,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,400000,310000,0,100000
6221,6222,Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,160000,80000,0,20000
6273,6274,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0,0,120000,0
6298,6299,Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,40000,0,0,0
6367,6368,Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,610000,120000,0,30000
6368,6369,Dual Heroes,N64,1997,Fighting,Hudson Soft,40000,10000,0,0
6398,6399,Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,Namco Bandai Games,0,0,90000,0
6412,6413,WWE Day of Reckoning 2,GC,2005,Fighting,THQ,260000,70000,0,10000
6451,6452,J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0,70000,170000,20000
6465,6466,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,100000,70000,0,10000
6473,6474,Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0,0,70000,0
6484,6485,Bloody Roar II,PS,1999,Fighting,Virgin Interactive,250000,170000,0,30000
6485,6486,Battle Fantasia,PS3,2008,Fighting,505 Games,0,0,10000,0
6495,6496,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0,0,230000,0
6543,6544,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0,0,100000,10000
6599,6600,X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,260000,0
6627,6628,Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,300000,100000,80000,20000
6631,6632,BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube,0,10000,0,0
6654,6655,Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,270000,110000,70000,50000
6671,6672,Boxer's Road,PS,1995,Fighting,New,0,0,330000,20000
6689,6690,Godzilla: Save the Earth,PS2,2004,Fighting,Atari,230000,180000,0,60000
6732,6733,One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,100000,80000,70000,40000
6743,6744,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,220000,0
6744,6745,Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0,0,30000,0
6753,6754,Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,90000,0,70000,20000
6765,6766,Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0,0,50000,0
6793,6794,Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,60000,60000,0,30000
6808,6809,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1000000,300000,310000,40000
6809,6810,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0,80000,0,10000
6851,6852,Marvel Super Hero Squad,Wii,2009,Fighting,THQ,310000,30000,0,30000
6860,6861,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1000000,210000,0,130000
6879,6880,WWE '12,PS3,2011,Fighting,THQ,530000,460000,20000,170000
6899,6900,Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014,Fighting,Namco Bandai Games,0,0,380000,0
6917,6918,Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0,0,30000,0
6923,6924,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,140000,0,0,10000
6963,6964,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,420000,220000,100000,100000
6970,6971,Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,350000,270000,0,90000
6988,6989,Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0,0,420000,0
6991,6992,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0,0,30000,0
7009,7010,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,420000,200000,110000,90000
7038,7039,Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,190000,30000,130000,20000
7066,7067,Fight Night 2004,XB,2004,Fighting,Electronic Arts,510000,150000,0,20000
7081,7082,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2170000,280000,550000,80000
7085,7086,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,30000,0
7086,7087,The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,20000,10000,0,0
7091,7092,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,170000,40000,0,0
7094,7095,Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,70000,10000,0,10000
7163,7164,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,390000,270000,430000,80000
7173,7174,Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,40000,0
7189,7190,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment,0,0,20000,0
7280,7281,SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,80000,20000,0,0
7289,7290,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,120000,80000,0,10000
7294,7295,Samurai Shodown,NG,1993,Fighting,SNK,0,0,70000,0
7302,7303,Street Fighter X Tekken,X360,2012,Fighting,Capcom,310000,100000,30000,30000
7323,7324,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,100000,0
7343,7344,Iron Phoenix,XB,2005,Fighting,Sega,20000,0,0,0
7366,7367,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike,0,0,120000,0
7383,7384,Ehrgeiz,PS,1998,Fighting,SquareSoft,170000,120000,0,20000
7406,7407,WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,220000,310000,0,170000
7444,7445,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2260000,1890000,1360000,230000
7525,7526,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2470000,760000,0,130000
7544,7545,Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,10000,0,0,0
7547,7548,The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,210000,0
7550,7551,Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,110000,80000,20000,30000
7579,7580,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1070000,450000,10000,240000
7600,7601,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,20000,0
7606,7607,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,440000,460000,10000,180000
7622,7623,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,50000,40000,0,10000
7662,7663,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,720000,30000,0,120000
7667,7668,Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,280000,210000,0,70000
7678,7679,WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,150000,20000,0,10000
7684,7685,Fighting Force,PS,1997,Fighting,Eidos Interactive,730000,500000,0,90000
7735,7736,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,440000,360000,0,80000
7743,7744,The King of Fighters '99,PS,2000,Fighting,SNK,0,0,110000,10000
7783,7784,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,510000,510000,910000,320000
7803,7804,Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,90000,30000,0,0
7821,7822,Darkstalkers 3,PS,1998,Fighting,Capcom,110000,70000,0,10000
7824,7825,War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,260000,200000,0,70000
7867,7868,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,330000,370000,260000,90000
7888,7889,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,110000,80000,0,30000
7921,7922,Rocky,GC,2002,Fighting,Rage Software,70000,20000,0,0
7932,7933,BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,30000,20000,70000,10000
7957,7958,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1630000,330000,0,150000
7959,7960,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,660000,20000,0,110000
7976,7977,Draglade,DS,2007,Fighting,505 Games,90000,0,0,10000
8006,8007,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1480000,390000,0,60000
8007,8008,Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,90000,20000,0,0
8023,8024,Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games,200000,80000,40000,40000
8030,8031,X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0,0,210000,0
8058,8059,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,550000,440000,140000,90000
8103,8104,The King of Fighters '95,NG,1995,Fighting,SNK,0,0,200000,0
8141,8142,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,460000,290000,0,120000
8154,8155,Dragon Ball Z: Shin Butouden,SAT,1995,Fighting,Namco Bandai Games,0,0,90000,0
8172,8173,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,50000,0,10000,0
8210,8211,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,20000,10000,0,0
8222,8223,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,60000,80000,50000,10000
8227,8228,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,120000,0
8263,8264,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,920000,410000,0,210000
8267,8268,Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,40000,0
8270,8271,From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0,0,560000,40000
8277,8278,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,60000,0,0,10000
8286,8287,WWE '12,X360,2011,Fighting,THQ,740000,400000,0,120000
8295,8296,Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,110000,40000,0,0
8343,8344,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,430000,300000,0,50000
8344,8345,The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,40000,0
8354,8355,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,60000,40000,140000,20000
8370,8371,InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0,0,100000,10000
8389,8390,Digimon Rumble Arena 2,XB,2004,Fighting,Atari,10000,0,0,0
8412,8413,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0,0,210000,0
8419,8420,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,170000,0
8426,8427,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,720000,410000,140000,200000
8434,8435,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,270000,180000,90000,80000
8455,8456,SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,350000,240000,70000,100000
8467,8468,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,140000,90000,0,20000
8473,8474,WWE All Stars,PS2,2011,Fighting,THQ,50000,40000,0,10000
8478,8479,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,150000,0
8511,8512,WCW vs the World,PS,1998,Fighting,THQ,1170000,200000,40000,50000
8515,8516,Fighter Maker 2,PS2,2002,Fighting,Enterbrain,30000,30000,0,10000
8542,8543,Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,160000,130000,0,40000
8550,8551,Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,20000,0
8556,8557,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,140000,0,0,10000
8611,8612,Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0,0,230000,0
8628,8629,Contender 2,PS,2000,Fighting,3DO,310000,210000,0,40000
8633,8634,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,50000,0
8653,8654,K-1 Revenge,PS,1997,Fighting,Xing Entertainment,40000,30000,160000,20000
8658,8659,Legends of WrestleMania,PS3,2009,Fighting,THQ,300000,170000,0,70000
8666,8667,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,470000,220000,160000,70000
8670,8671,WWE All Stars,X360,2011,Fighting,THQ,180000,140000,0,30000
8701,8702,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,90000,0,0,10000
8707,8708,Legend of the Dragon,PSP,2007,Fighting,Game Factory,30000,0,0,0
8714,8715,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1450000,1110000,40000,330000
8718,8719,Fight Club,PS2,2004,Fighting,Vivendi Games,90000,70000,0,20000
8748,8749,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0,0,60000,0
8769,8770,Street Fighter Collection,SAT,1996,Fighting,Capcom,0,0,110000,0
8775,8776,Black & Bruised,PS2,2003,Fighting,Vivendi Games,80000,60000,0,20000
8790,8791,Fatal Fury 2,SNES,1993,Fighting,Takara,0,0,450000,0
8792,8793,Godzilla: Domination!,GBA,2002,Fighting,Atari,200000,70000,0,10000
8796,8797,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,360000,90000,20000,40000
8827,8828,Arcana Heart 3,X360,2011,Fighting,PQube,0,30000,20000,0
8828,8829,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,320000,0
8829,8830,Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,70000,50000,0,20000
8866,8867,The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0,0,40000,0
8883,8884,Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment,150000,110000,0,40000
8891,8892,WWE Raw 2,XB,2003,Fighting,THQ,430000,110000,0,20000
8941,8942,Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,310000,0,0,0
8990,8991,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,220000,10000,80000,20000
9000,9001,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,390000,260000,530000,80000
9059,9060,Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,100000,30000,0,0
9077,9078,PowerUp Heroes,X360,2011,Fighting,Ubisoft,180000,100000,0,30000
9089,9090,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,990000,320000,110000,80000
9105,9106,Sengoku Basara X,PS2,2008,Fighting,Capcom,0,0,50000,0
9155,9156,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,50000,0,0,0
9175,9176,Bleach: The Blade of Fate,DS,2006,Fighting,Sega,300000,10000,120000,30000
9187,9188,The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,10000,10000,50000,0
9207,9208,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,200000,10000,0,20000
9233,9234,Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,300000,230000,0,80000
9248,9249,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,60000,10000,0,0
9277,9278,Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,530000,140000,0,20000
9311,9312,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,560000,380000,10000,110000
9312,9313,UFC: Tapout 2,XB,2003,Fighting,Capcom,80000,20000,0,0
9334,9335,WWE All Stars,Wii,2011,Fighting,THQ,110000,70000,0,20000
9381,9382,Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,740000,0
9435,9436,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,390000,140000,20000,40000
9463,9464,Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,100000,0,40000,20000
9479,9480,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,30000,0
9510,9511,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,40000,0
9520,9521,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,30000,10000,0,0
9523,9524,Marvel Super Hero Squad,DS,2009,Fighting,THQ,370000,20000,0,30000
9526,9527,Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,180000,110000,0,30000
9543,9544,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,40000,0,0,0
9660,9661,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,40000,60000,20000
9696,9697,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,50000,40000,380000,10000
9740,9741,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,10000,60000,0
9747,9748,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,140000,50000,0,10000
9755,9756,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,380000,260000,0,40000
9764,9765,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,60000,0
9798,9799,The King of Fighters '94,NG,1994,Fighting,SNK,0,0,120000,0
9838,9839,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,40000,0
9843,9844,The King of Fighters '96,PS,1997,Fighting,SNK,0,0,70000,10000
9846,9847,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,70000,0,0,0
9854,9855,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,630000,270000,0,20000
9862,9863,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,30000,20000,0,0
9891,9892,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,610000,410000,460000,100000
9911,9912,Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0,0,300000,0
9949,9950,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,80000,60000,0,20000
9964,9965,Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,460000,180000,0,30000
9988,9989,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,70000,0,0,0
9992,9993,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,620000,500000,10000,210000
9993,9994,Fighting Vipers,SAT,1995,Fighting,Sega,0,0,400000,0
10027,10028,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,110000,40000,90000,30000
10040,10041,WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,570000,130000,0,10000
10054,10055,Gundam Seed: Battle Assault,GBA,2004,Fighting,Namco Bandai Games,60000,20000,0,0
10059,10060,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0,0,70000,0
10109,10110,Evil Zone,PS,1998,Fighting,Titus,140000,100000,0,20000
10136,10137,Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation,90000,70000,160000,20000
10139,10140,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0,90000,40000,20000
10159,10160,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4410000,1040000,1390000,220000
10163,10164,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0,0,30000,0
10171,10172,FaceBreaker,PS3,2008,Fighting,Electronic Arts,130000,30000,0,20000
10207,10208,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,50000,20000,0,0
10239,10240,Destrega,PS,1998,Fighting,Sony Computer Entertainment,40000,30000,0,0
10296,10297,Mace: The Dark Age,N64,1997,Fighting,GT Interactive,150000,40000,0,0
10314,10315,WCW/nWo Revenge,N64,1998,Fighting,THQ,1940000,390000,30000,20000
10317,10318,Power Stone,DC,1998,Fighting,Eidos Interactive,0,0,140000,0
10348,10349,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,20000,10000,0,0
10377,10378,Flying Dragon,N64,1997,Fighting,Natsume,80000,20000,0,0
10409,10410,Legend of the Dragon,Wii,2007,Fighting,Game Factory,60000,0,0,0
10425,10426,Guilty Gear,PS,1998,Fighting,Virgin Interactive,30000,20000,70000,10000
10456,10457,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,60000,10000,0,10000
10479,10480,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,210000,130000,460000,80000
10487,10488,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,0,0,410000,0
10502,10503,WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,330000,200000,0,140000
10573,10574,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0,0,110000,0
10584,10585,UFC Undisputed 2010,X360,2010,Fighting,THQ,900000,310000,0,110000
10587,10588,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,30000,0
10610,10611,WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,510000,170000,0,70000
10639,10640,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,50000,40000,0,10000
10652,10653,Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,40000,0
10670,10671,Jump Super Stars,DS,2005,Fighting,Nintendo,0,0,550000,0
10675,10676,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0,0,20000,0
10681,10682,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0,0,10000,0
10683,10684,Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,130000,20000,10000,10000
10694,10695,One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0,30000,70000,10000
10706,10707,Knockout Kings 2001,PS,2000,Fighting,Electronic Arts,230000,150000,0,30000
10718,10719,Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0,0,160000,0
10722,10723,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,40000,10000,0,10000
10747,10748,The King of Fighters '97,SAT,1998,Fighting,SNK,0,0,170000,0
10749,10750,Tekken 6,X360,2009,Fighting,Namco Bandai Games,710000,420000,50000,130000
10783,10784,Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,30000,0
10792,10793,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1190000,290000,240000,60000
10824,10825,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,60000,0
10831,10832,Zatch Bell! Mamodo Battles,PS2,2005,Fighting,Namco Bandai Games,40000,30000,0,10000
10832,10833,X-Men: Next Dimension,XB,2002,Fighting,Activision,80000,20000,0,0
10837,10838,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1330000,30000,10000,100000
10854,10855,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,740000,150000,130000,50000
10860,10861,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,130000,10000
10869,10870,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0,0,20000,0
10873,10874,Battle Stadium D.O.N,GC,2006,Fighting,Namco Bandai Games,0,0,90000,0
10900,10901,The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0,0,100000,0
10930,10931,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,450000,40000,0,40000
10940,10941,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3270000,2220000,1400000,290000
10944,10945,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2590000,1060000,800000,570000
11025,11026,The King of Fighters 02/03,PS2,2005,Fighting,SNK,30000,30000,0,10000
11028,11029,Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,290000,200000,0,30000
11061,11062,The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,170000,70000,40000,30000
11062,11063,Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,90000,20000,0,0
11114,11115,Knockout Kings,PS,1997,Fighting,Electronic Arts,1070000,390000,0,60000
11115,11116,Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,320000,250000,0,80000
11118,11119,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,510000,310000,10000,130000
11169,11170,Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,70000,50000,150000,20000
11172,11173,Bloody Roar,PS,1997,Fighting,Virgin Interactive,220000,150000,0,30000
11197,11198,BoomBots,PS,1999,Fighting,SouthPeak Games,60000,40000,0,10000
11198,11199,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,20000,10000,0,0
11212,11213,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,Fighting,Banpresto,50000,20000,30000,0
11234,11235,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,60000,10000,0,10000
11247,11248,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,90000,70000,150000,40000
11286,11287,WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,250000,230000,0,140000
11290,11291,Supremacy MMA,PSV,2012,Fighting,505 Games,20000,50000,0,20000
11306,11307,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,810000,290000,110000,140000
11320,11321,Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,130000,0,0,10000
11334,11335,Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0,0,280000,0
11343,11344,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,120000,80000,660000,60000
11371,11372,WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,190000,70000,0,0
11382,11383,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,100000,80000,0,30000
11385,11386,Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0,0,80000,0
11388,11389,WWE Wrestlemania XIX,GC,2003,Fighting,THQ,260000,70000,0,10000
11400,11401,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,140000,50000,10000,40000
11411,11412,Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0,0,20000,0
11427,11428,Fire ProWrestling,GBA,2001,Fighting,Spike,90000,30000,0,0
11432,11433,Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,210000,60000,0,10000
